Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$65K-$109K (Glassdoor Est.),"Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.

Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.

Job Description:


At Regions, the Data Scientist works with small teams of data scientists, analysts and visualization experts contributing independently to solve high complexity business problems. The ideal candidate has a depth of knowledge in quantitative analytic methods, data management, visualization, and programming skills suitable to drive data driven decisions. Researches, models, implements and validates algorithms (predictive and prescriptive) to analyze diverse sources of data to achieve targeted outcomes.

Primary Responsibilities
Works with large, structured, and un-structured datasets
Uses quantitative and analytical techniques to accelerate profitable growth and customer engagement - unlocking value across all functional areas of business
Uses Big Data tools (Hadoop, Spark, H2O, CDSW, Domino Labs, etc.) to build data analytics solutions
Builds machine learning and Artificial Intelligence (AI) models from development through testing and validation
Designs rich data visualizations to communicate complex ideas to business leaders and executives
Draws insights from data to make quick, well informed decisions with available information
Primarily focuses on daily deliverables of routine and defined outputs, while at the same time developing knowledge of the broader context in which the work is being performed
This position is exempt from timekeeping requirements under the Fair Labor Standards Act and is not eligible for overtime pay.

This job is typically Transactional (100%).

Requirements
Bachelors degree and five (5) years of experience
Or Masters degree and two (2) years of experience in a quantitative/analytical/STEM field
One (1) year of working experience in Machine Learning, Deep Learning, or Artificial Intelligence
One (1) year of working programming experience in Python, Ruby, R, Matlab, Scala, or Java
One (1) year of hands-on experience with Big Data technologies
Preferences
Background in banking and/or other financial services
Experience in libraries such as TensorFlow, Pytorch, or Keras
Experience in Agile Software Development
Knowledge in Google Analytics and/or Adobe Digital
Skills and Competencies
Strong business acumen with the ability to communicate with both business and Information Technology (IT) leaders
Deep understanding of statistical and predictive modeling concepts, machine learning approaches, clustering and classification techniques, and recommendation and optimization algorithms
Expertise in analyzing large, complex, multi-dimensional datasets using a variety of tools like Python, R, Statistical Analysis System (SAS), or Statistical Package for the Social Sciences (SPSS)
Comfortable with both relational databases and Hadoop-based data mining frameworks
Advanced Structured Query Language (SQL) skills
Proficient in visualization tools like Power Business Intelligence (BI), Tableau
Strong communication skills through data visualizations, written and oral presentations
Position Type

Full time
Location Details
Regions Center - Birmingham
Location:
Birmingham, Alabama

EEO/AA/Minorities/Females/Disabled/Veterans",3.5,"Regions Financial
3.5","Birmingham, AL",10000+ Employees,1971,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD)
Lead - Medical Lab Scientist Microbiology,$65K-$109K (Glassdoor Est.),"We Are Hiring
Lead - Medical Lab Scientist - General Lab Anc 001 - Full-Time, Day - Ascension Providence - Waco, TX
Schedule: 730am-400pm. Hours may be subject to change. Rotating weekends.
Setting- Microbiology
What You Will Do
As an Associate with Providence Healthcare Network-TX, you will have the opportunity to lead the daily activities of the assigned laboratory section/staff in Microbiology. This role is 75% bench tech and 25% administrative. This is a deptarment of 1 MLS and 2 MLT's.
Responsibilities:
Oversees the direction and operation of the clinical laboratory.
Assigns and schedules work for assigned shifts. Prepares daily and weekly time and attendance reports. Problem solves and provides technical assistance to staff.
Performs various clinical laboratory tests, analyzes and interprets test results, and ensures accuracy of same.
Conducts and attends regular department meetings.
Assists with data collection or special projects for difficult cases.
Demonstrates in depth knowledge of the policies and procedures for patient preparation, sample requirements, specimen collection, and pre-analytical factors that affect sample quality.
Oversees the documentation and submission of all required laboratory, departmental and staff statistics/reports.
What You Will Need
Licenses/Certifications/Registration:
Required Credential(s):
One or more of the following:
Medical Technologist (ASCP) credentialed from the American Society for Clinical Pathology Board of Certification (ASCP-BOC) obtained prior to hire date or job transfer date.
Medical Lab Scientist (ASCP) credentialed from the American Society for Clinical Pathology Board of Certification (ASCP-BOC) obtained prior to hire date or job transfer date.
Medical Lab Scientist (ASCP) obtained prior to hire date or job transfer date.
Medical Tech obtained prior to hire date or job transfer date.
Education:
Diploma
High school diploma/GED with 2 years of experience, or Associate's degree, or Technical degree required.
Work Experience:
1 year of experience required.
3 years experience in microbiolgy is preferred
Equal Employment Opportunity
Providence Healthcare Network is an Equal Opportunity Employer (EOE M/F/D/V).
A mission of compassion.
A vision of excellence.
Please note that Ascension will make an offer of employment only to individuals who have applied for a position using our official application. Be on alert for possible fraudulent offers of employment. Ascension will not solicit money or banking information from applicants.",3.3,"Ascension
3.3","Waco, TX",10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Investment Advisory Data Analyst,$65K-$109K (Glassdoor Est.),"Investment Advisory Compliance Opportunity in Financial Services

IA Data Analyst

Location: 10 Exchange Place, Jersey City, NJ 07302

INTERNAL APPLICANTS: All qualified internal applicants, irrespective of location, will be considered for all internally posted roles at this time. Compensation range displayed in internal postings is the national average, and compensation decisions will be employee-location based.

Summary:

The Investment Advisory Data Analyst works within the Investment Advisory compliance department as a lead analyst supporting the RIA Deputy Chief Compliance Officer.

Responsibilities:
Forensic Testing Develop ad hoc reports to support forensic testing efforts as part of the annual review required by rule 206(4)-7. Forensic testing will be used to test for previously unidentified issues by:
Gaining additional insight form data or other information or evidence evaluated in new ways from current information sources, and in additional ways from new information sources
Determining whether currently undiscovered circumstances are in fact, present
Exploring uncertainties
Acting on ones instincts and with skepticism, as in asking questions of what if, what about or how do we know
Quality Assurance As an extension of forensic testing, perform quality assurance on integrity of data provided by IT directly to IA compliance, or operational functions where IA Compliance has oversight.
Support Regulatory Inquiries Provide support to regulatory affairs team on regulatory data requests for RIA entities.
Assists with special projects, including creating compliance reports based upon deficiencies and/or recommendations from regulatory inquiries.
Perform Monitoring & Surveillance over business processes and controls
All other duties as assigned
Education Requirements:
Bachelor's degree from a four-year college or university preferred, high school diploma (or equivalent) in combination with significant experience will be considered in lieu of degree. Minimum of high school diploma or equivalent is required.
Basic Requirements:
Two to five years of relevant work experience with a financial institution such as a broker/dealer, registered investment adviser, regulatory agency, or other financial institution.
Two to five years experience in MS SQL Server, VBA, and Excel macros
Proficiency in MS Office and various other business applications
Strong written and verbal communication skills
Ability to operate effectively as part of a project team or individually
Be A Part Of The Team Behind Our Success!

At Advisor Group, we support more than 11,000 financial advisors, the people who help everyday Americans achieve their dreams. Were a billion-dollar business with the mentality and drive of a startup. Join us in building something special.

Equal Opportunity Employer

Advisor Group is an equal opportunity employer. We celebrate diversity in our workplace and we hire the most qualified candidates without regard for age, ethnicity, gender, gender identity or expression, language differences, nationality or national origin, family or marital status, physical, mental, and developmental abilities (or the perception of a disability), genetic information, race, religion or belief, sexual orientation, skin color, social or economic class, education, work and behavioral styles, political affiliation, military service, caste, or any other characteristic protected by law.

Eligibility

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Advisor Group.

Unqualified Applications

Advisor Group does not consider applications from candidates who do not meet the minimum qualifications stated in the job posting.

Recruiting Agencies

Advisor Group only accepts candidates from contracted recruiting firms and only for searches approved prior to submissions. Fees will not be paid for unsolicited submissions.",3.5,"Advisor Group
3.5","Jersey City, NJ",1001 to 5000 Employees,2016,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD)
Data Scientist,$65K-$109K (Glassdoor Est.),"Job Title

Data Scientist
Summary
As a key member of our team at RiverStone, you will be collaborating with different engineering and operations teams and leading development machine learning solutions for a variety of tasks and projects. You will be responsible for delivering projects from end-to-end: problem statement and conceptualization, proof-of-concept, and participation in final deployment. You will also perform ad-hoc statistical and data science analyses. Our ideal candidates are smart, creative, analytical thinkers with attention to detail. You will also work closely with data engineers, developers and modeling analysts to generate seamless business solutions. You will be expected to present results of analyses to a wide range of audiences including executives.
Essential Functions
Collaborate with multiple business and information technology units to understand company needs and propose solutions
Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
Organize and synthesize data into actionable business decisions, focused on insights.
Related Functions:
Establishes and maintains effective working relationships, both internally and externally
Maintains and communicates on a regular basis the progress against department goals/objectives and priorities to Director of Data Science and Innovation
Compile, review, verify and analyze related external and internal insurance data including completed models for benchmarking of results
Organizational
Develops creative ideas and solutions to real time business problems and/or business opportunities; takes reasonable, calculated risks even if failure is possible.
Empowers self and teammates to continuously improve RiverStones business processes/ systems and develops and escalates ideas and solutions.
Consistently delivers superior customer service to both internal and external business partners.
Demonstrates alignment with RiverStones Commitments.
Prioritizes and organizes work in self-directed manner.
Attains and maintains knowledge of assigned department.
Performs other duties as required, including supporting and coordinating with other department colleagues.
Required Skills
Ability to tell meaningful stories with data.
Minimum four years of proven hands-on experience applying machine learning techniques to build models integrated into applications.
Strong working knowledge of machine learning/data mining algorithms (deep learning, classification, clustering, etc), experience with Image Analysis/Computer Vision is a plus.
Understand algorithms (be able to tweak them when needed) as well as infrastructure that enables fast iterations
Strong software development skills with proficiency in Python and R. Experienced user of libraries such as scikit-learn, scipy, R, NetworkX, Spacy, and NLTK.
Good understanding of deep learning algorithms and workflows, and experience with CNTK, Caffe, MXNet or TensorFlow is a plus.
Experience in Hadoop, Spark, Hive, Cassandra, Kafka and NoSQL databases is a plus
Familiarity with SQL programing
Experience
3+ years experience applying machine learning techniques to real business problems.
Property & Casualty Insurance experience encouraged, but not required

Required Education

Master of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Preferred Education or Certification

PhD of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Supervisory Role

None
Travel

Minimal, less than 10%
Work Environment / Physical Demands

This position operates in a professional cubicle based collaborative environment and must have the ability to timely produce thorough, accurate work with many competing demands, deadlines, and distractions. The position uses standard equipment such as phones, computers, copiers/printers and filing cabinets. Noise level is moderate. While this is a largely sedentary role, the employee is regularly required to talk or hear; stand; walk; bend; use hands to handle or feel; and reach with hands and arms. On occasion the individual must be able to lift and transport boxes weighing up to 30 pounds.

Other Duties (Disclaimer Statement)

RiverStone retains the right to change or assign other duties to this position as needed, OR

Other duties or responsibilities may change or be assigned as needed.
Core Competencies

32.) Learning on the Fly: Learns quickly when facing new problems; a relentless and versatile learner; open to change; analyzes both successes and failures for clues to improvement; experiments and will try anything to find solutions; enjoys the challenge of unfamiliar tasks; quickly grasps the essence and the underlying structure of anything.

51.) Problem Solving: Uses rigorous logic and methods to solve difficult problems with effective solutions; probes all fruitful sources for answers; can see hidden problems; is excellent at honest analysis; looks beyond the obvious and doesnt stop at the first answers.

52.) Process Management: Good at figuring out the processes necessary to get things done; knows how to organize people and activities; understands how to separate and combine tasks into efficient flow; knows what to measure and how to measure it; can see opportunities for synergy and integration where others cant; can simplify complex processes; gets more out of fewer resources.

56.) Sizing Up People: Is a good judge of talent; after reasonable exposure, can articulate the strengths and limitations of people inside or outside the organization; can accurately project what people are likely to do across a variety of situations.

22.) Ethics and Values: Adheres to an appropriate (for the setting) and effective set of core values and beliefs during both good and bad times; acts in line with those values; rewards the right values and disapproves of others; practices what he/she preaches.

61.) Technical Learning: Picks up on technical things quickly; can learn new skills and knowledge; is good at learning new industry, company, product, or technical knowledge like internet technology; does well in technical courses and seminars.

65.) Managing Vision and Purpose: Communicates a compelling and inspired vision or sense of core purpose; talks beyond today; talks about possibilities; is optimistic; creates mileposts and symbols to rally support behind the vision; makes the vision sharable by everyone; can inspire and motivate entire units or organizations.

14.) Creativity: Comes up with a lot of new and unique ideas; easily makes connections among previously unrelated notions; tends to be seen as original and value-added in brainstorming settings.

35.) Managing and Measuring Work: Clearly assigns responsibility for tasks and decisions; sets clear objectives and measures; monitors process, progress, and results; designs feedback loops into work.",3,"The RiverStone Group
3.0","San Diego, CA",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD)
Data Engineer,$65K-$109K (Glassdoor Est.),"Summary

As a Data Engineer (Level II), you are familiar with the data warehousing technical components, infrastructure, and their integration. You'll analyze large amounts of data, discover and solve real world problems. You love the idea of being able to provide insight as well as presenting those insights. You are responsible for high level design/architecture. You are comfortable fostering relationships with internal business partners and other members of the development team.

Key Responsibilities
Design, develop, and maintain modular code base to solve real world problems.
Conduct regular peer code reviews to ensure code quality and compliance following best practices in the industry.
Work in cross-disciplinary teams to understand client needs and ingest rich data sources.
Research, experiment, and utilize leading Big Data technologies in AWS
Help drive the process for pursuing innovations, target solutions, and extendable platforms for ampliFI's products.
Participate in developing and presenting thought leadership and assist in ensuring that ampliFI's data source technology stack incorporates and is optimized for using specific technologies.
Required Skills and Experience
Qualified individuals possess the ampliFI attributes of being smart, curious, committed to vision, passionate, fun/pleasant, an achiever and having a sense of urgency
Minimum of three years of big data experience with multiple programming languages and technologies, three years as a lead / team manager.
Bachelor's degree or master's degree from an accredited college/university in Computer Science, Computer Engineering, or related field (i.e. math and physics);
Ability to manage established relationships internally as well as with clients.
Ability to communicate complex technical concepts succinctly to non-technical colleagues, understand & manage interdependencies between all facets of a project.
Ability to interface with clients; Must have demonstrated advanced proficiency in complex, mature and sophisticated Design & Analysis technologies and solutions.
Skilled ability to rapidly ingest, transform, engineer, and visualize data, both for ad hoc and product-level (e.g., automated) data & analytics solutions.
Experience with large-scale, AWS big data methods such as EC2, S3, EMR, Kinesis, DynamoDB, and Redshift.
Ability to work efficiently under Unix/Linux environment, having experience with source code management systems like GIT.
Strong knowledge with programming methodologies (version control, testing, QA) and agile development methodologies.
3-5 years' experience
Physical Requirements
Frequently required to sit and stand
Occasionally required to stoop, kneel and crouch
Required to use hands to handle or feel objects, tools or controls
Other Duties

Duties, responsibilities and activities are not all encompassing and may change at any time with or without notice. To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions

PI122947362",-1,ampliFI Loyalty Solutions,"Naperville, IL",-1,-1,-1,-1,-1,-1
Data Engineer,$65K-$109K (Glassdoor Est.),"Summary

As a Data Engineer (Level II), you are familiar with the data warehousing technical components, infrastructure, and their integration. You'll analyze large amounts of data, discover and solve real world problems. You love the idea of being able to provide insight as well as presenting those insights. You are responsible for high level design/architecture. You are comfortable fostering relationships with internal business partners and other members of the development team.

Key Responsibilities
Design, develop, and maintain modular code base to solve real world problems.
Conduct regular peer code reviews to ensure code quality and compliance following best practices in the industry.
Work in cross-disciplinary teams to understand client needs and ingest rich data sources.
Research, experiment, and utilize leading Big Data technologies in AWS
Help drive the process for pursuing innovations, target solutions, and extendable platforms for ampliFI's products.
Participate in developing and presenting thought leadership and assist in ensuring that ampliFI's data source technology stack incorporates and is optimized for using specific technologies.
Required Skills and Experience
Qualified individuals possess the ampliFI attributes of being smart, curious, committed to vision, passionate, fun/pleasant, an achiever and having a sense of urgency
Minimum of three years of big data experience with multiple programming languages and technologies, three years as a lead / team manager.
Bachelor's degree or master's degree from an accredited college/university in Computer Science, Computer Engineering, or related field (i.e. math and physics);
Ability to manage established relationships internally as well as with clients.
Ability to communicate complex technical concepts succinctly to non-technical colleagues, understand & manage interdependencies between all facets of a project.
Ability to interface with clients; Must have demonstrated advanced proficiency in complex, mature and sophisticated Design & Analysis technologies and solutions.
Skilled ability to rapidly ingest, transform, engineer, and visualize data, both for ad hoc and product-level (e.g., automated) data & analytics solutions.
Experience with large-scale, AWS big data methods such as EC2, S3, EMR, Kinesis, DynamoDB, and Redshift.
Ability to work efficiently under Unix/Linux environment, having experience with source code management systems like GIT.
Strong knowledge with programming methodologies (version control, testing, QA) and agile development methodologies.
3-5 years' experience
Physical Requirements
Frequently required to sit and stand
Occasionally required to stoop, kneel and crouch
Required to use hands to handle or feel objects, tools or controls
Other Duties

Duties, responsibilities and activities are not all encompassing and may change at any time with or without notice. To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions

PI122947362",-1,ampliFI Loyalty Solutions,"Naperville, IL",-1,-1,-1,-1,-1,-1
Encounter Data Analyst,$65K-$109K (Glassdoor Est.),"Encounter Data Analyst, Lake Success
General Information
Job Title:
Encounter Data Analyst
Location:
1981 MARCUS AVE SUITE 100
Lake Success, NY, 11042
United States
Employee Type:
Full-Time
Job Category:
Analytics
Industry:
Healthcare
Required Degree:
4 Year Degree
Contact information
Name:
Drew Baker
Phone:
347-505-3573
Email:
dbaker@integraplan.org
Description
General Purpose/Scope:

The Encounter Data Analyst evaluates encounter data and identifies errors created by operational, claims, and eligibility processes. This position will research, analyze, summarize, and categorize all types of encounters based on response files from NYSDOH and CMS, as appropriate. This position will also work closely with other internal departments, delegated vendors, and government agencies to monitor and communicate that the paid and denied claims adjudicated are accurately submitted and processed to the NYSDOH and CMS, as appropriate. These claims, called ‘encounter data,’ are submitted along with member and provider files from the plans, and are critical data inputs used to inform program total cost of care, quality, and utilization – which are ultimately used to inform risk sharing and other incentive-based payments from the NYSDOH to the ACOs and MCOs.

The Encounter Data Analyst will need to understand the overall data, process flows, and provider data specifications used within the NYSDOH, and work with the Data Warehouse and Analytics teams to create targeted and ongoing reports to track data accuracy and timeliness; and support ACO and MCO management teams in working collaboratively with partners to improve overall encounter, member, and provider data quality.

Responsibilities Include:
Retrieves, compiles, reviews, and ensures the accuracy of encounter data from Integra systems and delegated vendor sources, using an 837-file format.
Will need to be able to access data from the Integra Data Warehouse using a variety of tools such as MS Access and SAS Enterprise Guide.
Summarizes large volumes of encounter data in analytical reports that include tables, graphs, qualitative and quantitative analyses for management review and use.
Reviews and ensures the accuracy of reports and corrects discrepancies.
Works closely with IT to ensure data completeness, data accuracy, and data availability.
Assists in the development of reports and projects, including documenting methodology, protocols, analysis, and design.
Programs using SAS, SQL or other appropriate software to generate reports based on input/direction from management and other report users.
Collaborates with other departments and vendors to identify missing data, errors or other anomalies; works with them to correct these encounter data errors, gathers necessary information and provides guidance on regulatory reporting needs.
Monitors encounter data integrity of various databases and create monthly, quarterly and ad-hoc reports.
Initiates and maintains internal contacts to secure current/correct encounter data necessary for clear presentations of all reports, special projects, etc.
Assists in the development of analysis plans, which includes documenting analyses methodology, protocols, and design.
Researches, recommends and implements efficient means of data collection, maintenance, and analysis.
Reviews and identifies trends and variances in encounter data and reporting.
Researches findings and determines the appropriateness of elevating identified issues to leadership for further review/evaluation/action.
Performs special projects and other duties, as needed.
Qualifications:
Bachelor's Degree in Computer Science, Public Health, Healthcare Informatics, Health Administration, Statistics, or other relevant discipline required
Minimum 2 years of increasingly responsible data analysis/reporting experience in a healthcare setting
Minimum of 1 year performing encounter data analysis of APD, EDPS, and/or RAPs in a health care or health plan organization
Skills/Abilities:
Knowledge of encounter data processes, files, etc.
Computer proficiency in Outlook, Word, PowerPoint. Advanced proficiency in personal computer programs, including MS Excel (including formulas, sorts, filters, pivot tables, IF statements, VLOOKUP, HLOOKUP, etc), MS Access (criteria statements, table links, and database and report creation).
Experience working within a data warehouse environment
Strong detail orientation and organizational skills
Effective oral, written, and interpersonal communication skills required
Knowledge of MLTC and Medicare Advantage encounter data analytics preferred
Knowledge of SAS Enterprise Guide, SAS Base programming preferred
Integra is an Equal Opportunity Employer and prohibits discrimination or harassment based on any characteristics protected by the laws or regulations in the locations where we operate.

If this opportunity sounds exciting and challenging to you, please apply.",3.5,"Integra Managed Care
3.5","Lake Success, NY",501 to 1000 Employees,-1,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,$65K-$109K (Glassdoor Est.),"ConsumerTrack™ is unique in the digital marketing and media industry - we combine marketing, digital, content and fintech. Our performance based approach increases brand awareness and generates targeted audience engagement on our internal web properties and partner sites.

Learn More About What We

We are looking for a candidate to help vastly expand the Artificial Intelligence and Machine Learning capabilities of our platforms. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.

Responsibilities:
Analyze large amounts of data and information with statistical rigor to discover optimization opportunities.
Ensure accurate interpretation by combining business acumen with detailed data knowledge and statistical expertise.
Develop causal inference methodology to analyze behavior in cases where A/B testing may not be possible.
Build statistical models that better leverage test results to uncover insights or effect changes in the product.
Translate analytical insights into concrete, actionable recommendations for business or product improvement, and communicate your research and insights to all levels of the company, clearly and concisely.
Work closely with data engineers to identify data sources preprocess both structured and unstructured data
Build predictive models and machine-learning algorithms for digital ad conversion, pacing, and yield
Work with Software and Data engineers to layout a plan for incorporating ML Models recommendations at realtime
Propose solutions and strategies to business challenges
Requirements
Hands-on experience of statistical modeling from conceptualization, methodology creation, deployment and validation and ultimately delivering final insightful recommendations.
Robust mathematical skill, with strong working knowledge in some and the ability quickly to be competent in the rest of the gamut of modeling techniques and associated tooling, for examples:
Established statistical methods for data reduction (e.g., factor analysis, PCA) and for predictions (e.g., regression, classification);
Established machine learning methods for feature extraction (e.g., neural nets), for data reduction (e.g., clustering) and for prediction (e.g., decision trees, graph/network analysis);
Excellent understanding of machine learning algorithms, such as k-NN, Naive Bayes, SVM, Random Forests, ensembles, etc.
Experience with common data science toolkits, such as sklearn, tensor-flow, keras, gensim, etc and NLP toolkits such as nltk, spacy, etc
Experience with data visualisation tools such as D3.js, plotly / seaborn / matplotlib / tensor-board, Tableau, etc
Proficiency in working with both NoSQL and relational databases such as DynamoDB, Elasticsearch, etc
Expert proficiency with statistical modeling tools like SAS, R, Python, etc.
Good scripting and programming skills using Python, bash, etc
Strong communication and interpersonal skills (both written and verbal)
Master’s or advanced degree with 3+ years experience in CS, Statistics, Machine Learning, Applied Mathematics or a related field, PhD a plus.
Benefits
Competitive salary with excellent growth opportunity; we pride ourselves in having a team that exudes leadership, high initiative, creativity, and passion.
Awesome medical, dental and vision plans with heavy employer contribution.
Paid vacation, holidays, and sick days
Flexible time/work from home (for eligible employees)
Company funding for outside classes and conferences to help you improve your skills.
Contribution to Student Loan Debt after the first year of employment.
401(k) -- employees can start contributing immediately. After the first year, CTI contributes 100% of the first 4% contributed of salary deferrals
We are an equal-opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",3.3,"ConsumerTrack
3.3",California,51 to 200 Employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD)
Data Scientist,$65K-$109K (Glassdoor Est.),Experiment engineers will be expected to help define and develop our core software for designing and deploying advanced experiments.,-1,Gayathri's Sandbox,"Menlo Park, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$65K-$109K (Glassdoor Est.),"Need local to Bay Area, CA or Seattle, WA only

Job Description for Data Scientist
5 to 7 years of experience as a data scientist.
Strong skills for mining data, assessing the accuracy and insights from new data sources.
Work with stakeholders to understand data challenges and opportunities
Experience building Machine Learning models for predictive analytics, and NLP. Understanding of Deep Learning models is a plus
Experience with SQL
Master in Statistics, Computer Science, or other STEM field. Ph.D. is a plus.
Knowledge of advanced statistics and hypothesis testing
Python, Pandas, Numpy, Scikit coding skills
Data visualization with Matplotlib, and Seaborn
Experience with at least one cloud data technology GCP, AWS, Azure
Experience with Spark, and Hadoop is a plus.
Effective at telling stories with data.
Excellent written and verbal communication skills
Creative drive to try data tools, and explore and discover insights from data
NLP experience is MUST
Â

Â
Sl.No

Skill

Years Of Experience
1

Â

Â
2

Â

Â
Â

Â

Â
Â

Â

Â

Â",4,"New York Technology Partners
4.0","Seattle, WA",51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist (Skill Level 2),$65K-$109K (Glassdoor Est.),"Description:At Lockheed Martin Rotary and Mission Systems, Cyber Solutions, we are driven by innovation and integrity. We believe that by applying the highest standards of business ethics and visionary thinking, everything is within our reach and yours as Lockheed Martin employee. Lockheed Martin values your skills, training and education. Come and experience your future!

A data scientist will develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of datasets; prototype or consider several algorithms and decide upon final model based on suitable performance metrics; build models or develop experiments to generate data when training or example datasets are unavailable; generate reports and visualizations that summarize datasets and provide data-driven insights to customers; partner with subject matter experts to translate manual data analysis into automated analytics; implement prototype algorithms within production frameworks for integration into analyst workflows.

This vacancy requires a TS/SCI w/Poly clearance
Basic Qualifications:
Bachelor's and Master's degree from an accredited college or university in a quantitative discipline (e.g., statistics, mathematics, operations research, engineering or computer science). Five years of experience analyzing datasets and developing analytics, five years of experience programming with data analysis software such as R, Python, SAS, or MATLAB. An additional two years of experience in software development, cloud development, analyzing datasets, or developing descriptive, predictive, and prescriptive analytics can be substituted for a Master's degree. A PhD from an accredited college or university in a quantitative discipline can be substituted for three years of experience.
Desired Skills:
Produce data visualizations that provide insight into dataset structure and meaning.

Work with subject matters experts (SMEs) to identify important information in raw data and develop scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs).

Incorporate SME input into feature vectors suitable for analytic development and testing.

Translate customer qualitative analysis process and goals into quantitative formulations that are coded into software prototypes.

Develop and implement statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analytics.

Develop experiments to collect data or models to simulate data when required data are unavailable. Develop feature vectors for input into machine learning algorithms.
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. Theyre dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",3.9,"Lockheed Martin
3.9","Annapolis Junction, MD",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
